,date,moon_dist
0,1503684000,0.0026148445904254913
1,1503691200,0.002617568476125598
2,1503698400,0.002620269311591983
3,1503705600,0.002622946398332715
4,1503712800,0.0026255976408720016
5,1503720000,0.0026282223407179117
6,1503727200,0.002630818635225296
7,1503734400,0.0026333853602409363
8,1503741600,0.0026359211187809706
9,1503748800,0.0026384249795228243
10,1503756000,0.002640895312651992
11,1503763200,0.002643330954015255
12,1503770400,0.002645730972290039
13,1503777600,0.002648093970492482
14,1503784800,0.0026504185516387224
15,1503792000,0.002652704017236829
16,1503799200,0.0026549489703029394
17,1503806400,0.0026571524795144796
18,1503813600,0.002659313380718231
19,1503820800,0.0026614307425916195
20,1503828000,0.00266350363381207
21,1503835200,0.002665530890226364
22,1503842400,0.0026675115805119276
23,1503849600,0.0026694450061768293
24,1503856800,0.0026713302358984947
25,1503864000,0.002673166571184993
26,1503871200,0.0026749526150524616
27,1503878400,0.0026766883675009012
28,1503885600,0.0026783724315464497
29,1503892800,0.0026800043415278196
30,1503900000,0.002681583631783724
31,1503907200,0.0026831093709915876
32,1503914400,0.00268458086065948
33,1503921600,0.002685997635126114
34,1503928800,0.0026873594615608454
35,1503936000,0.0026886651758104563
36,1503943200,0.0026899147778749466
37,1503950400,0.0026911075692623854
38,1503957600,0.002692243317142129
39,1503964800,0.0026933213230222464
40,1503972000,0.0026943415869027376
41,1503979200,0.0026953034102916718
42,1503986400,0.0026962067931890488
43,1503993600,0.002697051502764225
44,1504000800,0.002697837073355913
45,1504008000,0.0026985635049641132
46,1504015200,0.002699230331927538
47,1504022400,0.002699837787076831
48,1504029600,0.0027003856375813484
49,1504036800,0.002700873650610447
50,1504044000,0.00270130205899477
51,1504051200,0.0027016708627343178
52,1504058400,0.0027019798289984465
53,1504065600,0.0027022291906177998
54,1504072800,0.0027024189475923777
55,1504080000,0.002702549332752824
56,1504087200,0.002702620578929782
57,1504094400,0.002702632686123252
58,1504101600,0.0027025858871638775
59,1504108800,0.0027024804148823023
60,1504116000,0.0027023167349398136
61,1504123200,0.002702095080167055
62,1504130400,0.002701815450564027
63,1504137600,0.0027014787774533033
64,1504144800,0.0027010850608348846
65,1504152000,0.0027006349992007017
66,1504159200,0.002700128825381398
67,1504166400,0.0026995670050382614
68,1504173600,0.0026989502366632223
69,1504180800,0.002698278985917568
70,1504188000,0.0026975537184625864
71,1504195200,0.002696775132790208
72,1504202400,0.00269594369456172
73,1504209600,0.002695060335099697
74,1504216800,0.002694125287234783
75,1504224000,0.0026931397151201963
76,1504231200,0.0026921038515865803
77,1504238400,0.0026910188607871532
78,1504245600,0.0026898852083832026
79,1504252800,0.0026887040585279465
80,1504260000,0.0026874756440520287
81,1504267200,0.0026862011291086674
82,1504274400,0.0026848814450204372
83,1504281600,0.0026835172902792692
84,1504288800,0.002682109596207738
85,1504296000,0.002680659294128418
86,1504303200,0.002679167315363884
87,1504310400,0.0026776345912367105
88,1504317600,0.0026760618202388287
89,1504324800,0.0026744503993541002
90,1504332000,0.0026728012599051
91,1504339200,0.0026711151003837585
92,1504346400,0.0026693930849432945
93,1504353600,0.002667636377736926
94,1504360800,0.002665845910087228
95,1504368000,0.002664022846147418
96,1504375200,0.0026621681172400713
97,1504382400,0.002660282887518406
98,1504389600,0.0026583680883049965
99,1504396800,0.002656425116583705
100,1504404000,0.002654454903677106
101,1504411200,0.002652458380907774
102,1504418400,0.0026504371780902147
103,1504425600,0.002648391993716359
104,1504432800,0.0026463239919394255
105,1504440000,0.0026442345697432756
106,1504447200,0.0026421246584504843
107,1504454400,0.0026399954222142696
108,1504461600,0.00263784802518785
109,1504468800,0.0026356836315244436
110,1504476000,0.002633503405377269
111,1504483200,0.0026313085108995438
112,1504490400,0.002629100112244487
113,1504497600,0.002626879373565316
