date,symbol,type,amnt,price,current_balance 
1486152000,ARDR,buy,0.1,1.862e-05,0.9682988776474977 
1486159200,ARDR,sell,0.0,1.895e-05,1.0009632792417313 
1486166400,ARDR,buy,0.1,1.84e-05,0.9700811652089273 
1486173600,ARDR,buy,0.1,1.849e-05,0.9388616466473484 
1486180800,ARDR,sell,0.0,1.864e-05,1.0014694102036417 
1486188000,ARDR,buy,0.1,1.837e-05,0.9707004990330595 
1486195200,ARDR,buy,0.1,1.873e-05,0.9385970874898885 
1486202400,ARDR,sell,0.0,1.86e-05,1.0004272326131318 
1486216800,ARDR,buy,0.1,1.861e-05,0.9687629178251902 
1486224000,ARDR,buy,0.1,1.76e-05,0.9410316167908951 
1486231200,ARDR,sell,0.0,1.689e-05,0.985633439093849 
1486238400,ARDR,buy,0.1,1.739e-05,0.9587772632339528 
1486245600,ARDR,sell,0.0,1.721e-05,0.9838061522070131 
1486252800,ARDR,buy,0.1,1.728e-05,0.9574168641165274 
1486260000,ARDR,buy,0.1,1.7100000000000002e-05,0.931804530888247 
1486267200,ARDR,buy,0.1,1.738e-05,0.9049905551573153 
1486274400,ARDR,sell,0.0,1.73e-05,0.9822310377967433 
1486303200,ARDR,buy,0.1,1.727e-05,0.955884488971984 
1486310400,ARDR,buy,0.1,1.747e-05,0.9286924512957623 
1486317600,ARDR,sell,0.0,1.745e-05,0.9815564673603046 
1486353600,ARDR,buy,0.1,1.806e-05,0.9519793412139261 
1486360800,ARDR,buy,0.1,1.825e-05,0.9216669632301676 
1486368000,ARDR,sell,0.0,1.775e-05,0.9755301005941477 
1486382400,ARDR,buy,0.1,1.83e-05,0.9450267728234595 
1486389600,ARDR,sell,0.0,1.899e-05,0.9784796264604478 
1486404000,ARDR,buy,0.1,2.163e-05,0.9372462978333747 
1486411200,ARDR,sell,0.0,2.162e-05,0.9776352678360415 
1486432800,ARDR,buy,0.1,2.093e-05,0.9383740686863238 
1486440000,ARDR,sell,0.0,2.021e-05,0.9734174117183677 
1486483200,ARDR,buy,0.1,1.992e-05,0.9372459810856573 
1486490400,ARDR,sell,0.0,2.003e-05,0.9731679129247903 
1486497600,ARDR,buy,0.1,1.968e-05,0.937777318503876 
1486504800,ARDR,buy,0.1,1.952e-05,0.9029179487188558 
1486512000,ARDR,sell,0.0,1.922e-05,0.9677200067545902 
1486548000,ARDR,buy,0.1,1.879e-05,0.9353991500114507 
1486555200,ARDR,buy,0.1,1.886e-05,0.9028263558331053 
1486562400,ARDR,buy,0.1,1.834e-05,0.8721710178721678 
1486569600,ARDR,buy,0.1,1.878e-05,0.8398863055077592 
1486576800,ARDR,sell,0.0,1.922e-05,0.9757969706541842 
1486591200,ARDR,buy,0.1,1.905e-05,0.9425496794099011 
1486598400,ARDR,sell,0.0,1.899e-05,0.9746854915651182 
1486605600,ARDR,buy,0.1,1.918e-05,0.9409844019820319 
1486612800,ARDR,sell,0.0,1.866e-05,0.9711921545686211 
1486627200,ARDR,buy,0.1,1.836e-05,0.9404610598952227 
1486634400,ARDR,sell,0.0,1.799e-05,0.9683905601539644 
1486641600,ARDR,buy,0.1,1.888e-05,0.9357461269864011 
1486648800,ARDR,buy,0.1,1.877e-05,0.9034975975136471 
1486656000,ARDR,sell,0.0,1.884e-05,0.9669538610406101 
1486684800,ARDR,buy,0.1,1.844e-05,0.935921382830003 
1486692000,ARDR,sell,0.0,1.84e-05,0.9659398361619509 
1486713600,ARDR,buy,0.1,1.87e-05,0.9339456704826143 
1486720800,ARDR,buy,0.1,1.866e-05,0.9020977123795278 
1486728000,ARDR,buy,0.1,2.028e-05,0.8647896799237293 
1486735200,ARDR,sell,0.0,2.069e-05,0.9869460415477522 
1486749600,ARDR,buy,0.1,1.957e-05,0.9519197309599344 
1486756800,ARDR,buy,0.1,1.9699999999999998e-05,0.9164633401881784 
1486764000,ARDR,buy,0.1,1.95e-05,0.8816709864341479 
1486771200,ARDR,buy,0.1,1.965e-05,0.8463793376706062 
1486778400,ARDR,sell,0.0,1.956e-05,0.9828458052196977 
1486792800,ARDR,buy,0.1,1.937e-05,0.9484924289572509 
1486800000,ARDR,sell,0.0,2.093e-05,0.9900528997554584 
1486807200,ARDR,buy,0.1,2.105e-05,0.9504443060165704 
1486814400,ARDR,buy,0.1,1.999e-05,0.914048663285025 
1486821600,ARDR,sell,0.0,1.935e-05,0.9772459686468529 
1486850400,ARDR,buy,0.1,1.985e-05,0.9413003314577549 
1486857600,ARDR,sell,0.0,1.93e-05,0.9736933650379497 
1486872000,ARDR,buy,0.1,1.877e-05,0.9414448355651956 
1486879200,ARDR,buy,0.1,1.873e-05,0.9093414240220247 
1486886400,ARDR,sell,0.0,1.907e-05,0.9754896965428749 
1486893600,ARDR,buy,0.1,1.895e-05,0.9425957177458516 
1486900800,ARDR,sell,0.0,1.872e-05,0.9734848359737757 
1486908000,ARDR,buy,0.1,1.885e-05,0.9409479182971925 
1486915200,ARDR,sell,0.0,1.898e-05,0.9733719610340001 
1486922400,ARDR,buy,0.1,1.859e-05,0.9417813801731291 
1486929600,ARDR,sell,0.0,1.905e-05,0.9750331992890661 
1486958400,ARDR,buy,0.1,1.895e-05,0.9421392204920428 
1486965600,ARDR,buy,0.1,1.896e-05,0.9092097427386886 
1486972800,ARDR,buy,0.1,1.926e-05,0.8752324375360099 
1486980000,ARDR,buy,0.1,1.896e-05,0.8423029597826557 
1486987200,ARDR,sell,0.0,1.926e-05,0.9766113013901975 
1487008800,ARDR,buy,0.1,1.876e-05,0.9443989933836094 
1487016000,ARDR,buy,0.1,1.838e-05,0.9135923068654596 
1487023200,ARDR,buy,0.1,1.861e-05,0.8819279920775179 
1487030400,ARDR,sell,0.0,1.838e-05,0.9709741275818029 
1487037600,ARDR,buy,0.1,1.805e-05,0.9414361276813268 
1487044800,ARDR,buy,0.1,1.7899999999999998e-05,0.9124902674464891 
1487052000,ARDR,sell,0.0,1.798e-05,0.969436083184054 
1487080800,ARDR,buy,0.1,1.773e-05,0.9411734267709918 
1487088000,ARDR,buy,0.1,1.798e-05,0.9119105292068319 
1487095200,ARDR,sell,0.0,1.795e-05,0.96890683273567 
