,close,date,high,low,open,quoteVolume,volume,weightedAverage,avg_vol_3,avg_vol_13,avg_vol_34,avg_close_3,avg_close_13,avg_close_34
0,0.0224,1553218424,0.0224,0.0224,0.0224,0.0,0.0,0.0224,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
1,0.02239485,1553220000,0.02245677,0.02238363,0.0224,29.87599316,0.66906655,0.02239478,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
2,0.02243157,1553227200,0.02250136,0.02239486,0.02239486,51.88884649,1.16411557,0.02243479,0.6110607066666667,-99999.0,-99999.0,0.022408806666666666,-99999.0,-99999.0
3,0.02259705,1553234400,0.02268991,0.02244003,0.02244003,50.36496619,1.14179818,0.02267048,0.9916601000000002,-99999.0,-99999.0,0.022474489999999996,-99999.0,-99999.0
4,0.02269114,1553241600,0.02274695,0.02258628,0.02260179,44.21597144,1.00073044,0.02263278,1.10221473,-99999.0,-99999.0,0.02257325333333333,-99999.0,-99999.0
5,0.02251233,1553248800,0.02290418,0.02249561,0.02267042,81.40172551,1.85088541,0.02273766,1.33113801,-99999.0,-99999.0,0.02260017333333333,-99999.0,-99999.0
6,0.02260685,1553256000,0.0226178,0.0225011,0.02251233,66.56857778,1.50370758,0.02258884,1.4517744766666667,-99999.0,-99999.0,0.022603439999999992,-99999.0,-99999.0
7,0.02273109,1553263200,0.02273109,0.02250394,0.0225042,16.92676245,0.38325734,0.02264209,1.24595011,-99999.0,-99999.0,0.022616756666666658,-99999.0,-99999.0
8,0.02268718,1553270400,0.02303,0.02244122,0.02259103,266.46282719,6.05255925,0.02271446,2.6465080566666668,-99999.0,-99999.0,0.022675039999999994,-99999.0,-99999.0
9,0.02266022,1553277600,0.02273101,0.02262224,0.02268718,2.41409738,0.05471215,0.0226636,2.16350958,-99999.0,-99999.0,0.022692829999999994,-99999.0,-99999.0
10,0.022711,1553284800,0.02275761,0.02263653,0.02263653,46.75495338,1.06103662,0.02269356,2.3894360066666667,-99999.0,-99999.0,0.022686133333333327,-99999.0,-99999.0
11,0.02263,1553292000,0.02275997,0.02262024,0.02275997,14.30476279,0.32461048,0.02269247,0.48011975000000007,-99999.0,-99999.0,0.022667073333333326,-99999.0,-99999.0
12,0.0226898,1553299200,0.0227429,0.02258001,0.02263,1.7448511,0.03945136,0.02261016,0.47503282,1.1727639176923077,-99999.0,0.022676933333333326,0.02259562153846154,-99999.0
13,0.02270521,1553306400,0.02273551,0.02264533,0.02268001,22.25622392,0.50519692,0.02269913,0.28975291999999997,1.2116252192307693,-99999.0,0.02267500333333333,0.02261909923076923,-99999.0
14,0.02262004,1553313600,0.02274671,0.02259381,0.02270521,31.11292922,0.70460236,0.0226466,0.41641687999999993,1.214358743076923,-99999.0,0.022671683333333328,0.022636421538461536,-99999.0
