,close,date,high,low,open,quoteVolume,volume,weightedAverage,avg_vol_3,avg_vol_13,avg_vol_34,avg_close_3,avg_close_13,avg_close_34
0,0.00036947,1552914661,0.00036947,0.00036947,0.00036947,0.0,0.0,0.00036947,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
1,0.00036743,1552917600,0.00036896,0.00036596,0.00036827,26.37239351,0.00969193,0.0003675,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
2,0.00036568,1552924800,0.00037188,0.00036568,0.00036838,1324.29088063,0.48814652,0.0003686,0.16594615,-99999.0,-99999.0,0.00036752666666666666,-99999.0,-99999.0
3,0.00036562,1552932000,0.00036979,0.00036562,0.00036961,148.93053939,0.05488686,0.00036854,0.18424177,-99999.0,-99999.0,0.00036624333333333325,-99999.0,-99999.0
4,0.00036897,1552939200,0.00037055,0.00036657,0.00036657,2879.85614248,1.05647783,0.00036685,0.5331704033333333,-99999.0,-99999.0,0.00036675666666666657,-99999.0,-99999.0
5,0.00037202,1552946400,0.00037202,0.00036917,0.00036917,15.12985136,0.00560598,0.00037052,0.37232355666666667,-99999.0,-99999.0,0.00036886999999999993,-99999.0,-99999.0
6,0.00037009,1552953600,0.00037242,0.00037009,0.00037242,2.96480945,0.00110037,0.00037114,0.35439472666666666,-99999.0,-99999.0,0.00037035999999999997,-99999.0,-99999.0
7,0.00037036,1552960800,0.00037149,0.00037008,0.00037149,328.78484012,0.12167744,0.00037008,0.042794596666666664,-99999.0,-99999.0,0.00037082333333333337,-99999.0,-99999.0
8,0.00036889,1552968000,0.00037057,0.00036889,0.00037057,481.0875734,0.17772853,0.00036943,0.10016878,-99999.0,-99999.0,0.00036978000000000005,-99999.0,-99999.0
9,0.00036827,1552975200,0.00037029,0.00036827,0.00037029,4.26042314,0.00157036,0.00036859,0.10032544333333332,-99999.0,-99999.0,0.00036917333333333336,-99999.0,-99999.0
10,0.00036742,1552982400,0.0003682,0.00036633,0.0003682,128.69086737,0.04724564,0.00036712,0.07551484333333332,-99999.0,-99999.0,0.0003681933333333333,-99999.0,-99999.0
