,date,open,high,low,close,volume,avg_vol_3,avg_vol_13,avg_vol_34,avg_close_3,avg_close_13,avg_close_34
0,1542355200000,301.00000000,350.00000000,280.00000000,315.00000000,8202.51392000,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
1,1542357000000,316.00000000,316.00000000,291.56000000,297.57000000,4703.25663000,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
2,1542358800000,298.97000000,302.00000000,290.00000000,290.99000000,2859.88480000,5255.218449999999,-99999.0,-99999.0,301.18666666666667,-99999.0,-99999.0
3,1542360600000,290.99000000,302.00000000,284.99000000,292.80000000,6096.78470000,4553.308709999999,-99999.0,-99999.0,293.78666666666663,-99999.0,-99999.0
4,1542362400000,292.80000000,299.87000000,287.99000000,288.50000000,3776.86914000,4244.512879999999,-99999.0,-99999.0,290.7633333333333,-99999.0,-99999.0
5,1542364200000,287.38000000,295.00000000,287.14000000,293.00000000,2444.80253000,4106.152123333333,-99999.0,-99999.0,291.43333333333334,-99999.0,-99999.0
6,1542366000000,293.60000000,325.00000000,293.15000000,313.00000000,12280.82600000,6167.499223333333,-99999.0,-99999.0,298.1666666666667,-99999.0,-99999.0
7,1542367800000,313.00000000,313.82000000,301.67000000,309.32000000,4281.63632000,6335.754950000001,-99999.0,-99999.0,305.1066666666666,-99999.0,-99999.0
8,1542369600000,309.01000000,309.01000000,299.09000000,303.95000000,2152.44374000,6238.30202,-99999.0,-99999.0,308.75666666666666,-99999.0,-99999.0
9,1542371400000,304.00000000,304.00000000,293.12000000,293.12000000,2896.52330000,3110.201120000001,-99999.0,-99999.0,302.12999999999994,-99999.0,-99999.0
10,1542373200000,293.11000000,299.73000000,292.77000000,295.23000000,1055.79897000,2034.9220033333343,-99999.0,-99999.0,297.43333333333334,-99999.0,-99999.0
11,1542375000000,295.23000000,298.00000000,293.00000000,296.00000000,1499.62490000,1817.3157233333343,-99999.0,-99999.0,294.7833333333333,-99999.0,-99999.0
12,1542376800000,296.00000000,296.01000000,288.00000000,288.00000000,2246.89178000,1600.7718833333345,4192.142825384615,-99999.0,293.07666666666665,298.1907692307692,-99999.0
13,1542378600000,288.99000000,294.73000000,287.12000000,293.57000000,1138.66536000,1628.3940133333344,3648.7698592307693,-99999.0,292.5233333333333,296.54230769230765,-99999.0
14,1542380400000,293.60000000,294.86000000,287.11000000,289.50000000,1707.92834000,1697.8284933333346,3418.3599907692305,-99999.0,290.3566666666666,295.9215384615384,-99999.0
15,1542382200000,289.06000000,292.85000000,289.01000000,291.31000000,835.96536000,1227.5196866666681,3262.67388,-99999.0,291.46,295.9461538461538,-99999.0
16,1542384000000,291.31000000,291.91000000,289.53000000,291.14000000,676.38323000,1073.4256433333348,2845.719920769231,-99999.0,290.65000000000003,295.8184615384615,-99999.0
17,1542385800000,291.14000000,292.50000000,289.06000000,289.96000000,782.32870000,764.8924300000016,2615.370656153846,-99999.0,290.80333333333334,295.9307692307692,-99999.0
18,1542387600000,289.54000000,290.00000000,271.10000000,281.76000000,3750.15307000,1736.2883333333348,2715.782236153846,-99999.0,287.62000000000006,295.06615384615384,-99999.0
19,1542389400000,281.01000000,283.94000000,273.00000000,275.65000000,1450.51532000,1994.3323633333346,1882.6814146153843,-99999.0,282.45666666666676,292.1930769230769,-99999.0
20,1542391200000,275.68000000,276.40000000,268.15000000,268.26000000,1637.14459000,2279.2709933333344,1679.2589738461534,-99999.0,275.22333333333336,289.03461538461534,-99999.0
21,1542393000000,268.14000000,278.42000000,262.49000000,271.08000000,1560.40736000,1549.3557566666677,1633.7177138461534,-99999.0,271.66333333333336,286.5061538461538,-99999.0
22,1542394800000,272.83000000,277.21000000,269.42000000,275.60000000,453.51598000,1217.0226433333344,1445.7940738461534,-99999.0,271.6466666666667,285.1584615384615,-99999.0
23,1542396600000,273.92000000,274.00000000,268.00000000,268.99000000,374.30360000,796.0756466666677,1393.3713530769226,-99999.0,271.8900000000001,283.13999999999993,-99999.0
24,1542398400000,268.40000000,269.64000000,266.25000000,266.68000000,337.24735000,388.35564333333446,1303.9576953846151,-99999.0,270.42333333333346,280.8846153846153,-99999.0
25,1542400200000,266.85000000,272.50000000,266.39000000,269.85000000,438.71594000,383.4222966666678,1164.8672461538458,-99999.0,268.5066666666668,279.4884615384615,-99999.0
26,1542402000000,269.85000000,270.95000000,267.00000000,269.65000000,335.13229000,370.3651933333345,1103.0570099999995,-99999.0,268.72666666666674,277.64846153846145,-99999.0
27,1542403800000,269.98000000,269.98000000,261.23000000,265.00000000,758.46298000,510.7704033333345,1030.0212130769228,-99999.0,268.16666666666674,275.7638461538461,-99999.0
28,1542405600000,264.08000000,265.00000000,256.20000000,256.85000000,986.05094000,693.2154033333345,1041.5662576923073,-99999.0,263.8333333333334,273.11307692307685,-99999.0
29,1542407400000,257.01000000,259.90000000,253.44000000,255.09000000,1493.18517000,1079.233030000001,1104.3971761538457,-99999.0,258.98000000000013,270.3399999999999,-99999.0
30,1542409200000,255.06000000,258.00000000,250.10000000,256.03000000,986.65311000,1155.2964066666675,1120.114438461538,-99999.0,255.9900000000001,267.7299999999999,-99999.0
31,1542411000000,256.08000000,264.33000000,254.26000000,262.00000000,1413.39598000,1297.7447533333343,940.3638930769225,-99999.0,257.70666666666676,266.2099999999999,-99999.0
32,1542412800000,261.95000000,262.00000000,257.99000000,257.99000000,864.47963000,1088.176240000001,895.284224615384,-99999.0,258.67333333333335,264.8515384615383,-99999.0
33,1542414600000,257.99000000,259.37000000,255.14000000,258.32000000,658.48449000,978.7867000000009,820.0026784615379,2268.7345741176464,259.4366666666667,264.086923076923,282.0811764705882
34,1542416400000,258.29000000,260.47000000,257.54000000,258.54000000,445.31894000,656.0943533333342,734.2266461538456,2040.5817805882346,258.28333333333336,263.1223076923076,280.42058823529413
35,1542418200000,258.59000000,265.63000000,258.05000000,263.99000000,1901.84015000,1001.8811933333342,845.6361976923072,1958.1871782352935,260.28333333333336,262.22923076923064,279.43294117647065
36,1542420000000,263.98000000,263.98000000,244.00000000,247.09000000,3871.51076000,2072.889950000001,1114.6521330769226,1987.940882941176,256.54,260.5446153846152,278.1417647058824
37,1542421800000,247.65000000,250.93000000,244.53000000,248.77000000,3117.81346000,2963.721456666668,1328.5418338461534,1900.3240817647054,253.2833333333334,259.16692307692296,276.84676470588244
38,1542423600000,249.75000000,250.00000000,231.88000000,233.87000000,2658.39845000,3215.9075566666684,1499.286642307692,1867.4278849999992,243.24333333333337,256.39923076923066,275.2400000000001
39,1542425400000,233.85000000,239.77000000,230.73000000,234.85000000,2621.50018000,2799.237363333335,1675.161095384615,1872.6248747058814,239.16333333333338,253.72230769230754,273.529705882353
40,1542427200000,234.82000000,237.99000000,232.55000000,235.86000000,2554.03281000,2611.310480000002,1813.281851538461,1586.5427220588226,234.86000000000004,251.48076923076908,271.2608823529413
41,1542429000000,236.11000000,254.90000000,235.21000000,250.20000000,3547.06024000,2907.5310766666685,2010.2825669230765,1564.9375432352933,240.3033333333334,250.96923076923062,269.52205882352956
42,1542430800000,250.20000000,256.00000000,245.80000000,246.35000000,2474.33631000,2858.476453333335,2085.755731538461,1574.404971764705,244.13666666666674,250.29692307692292,267.82794117647074
43,1542432600000,246.35000000,252.00000000,238.18000000,238.62000000,2028.98236000,2683.4596366666683,2165.9349046153843,1548.889061764705,245.05666666666673,248.95769230769216,266.22500000000014
44,1542434400000,238.18000000,246.47000000,237.20000000,245.29000000,1086.77511000,1863.3645933333353,2140.8102223076917,1549.8001247058814,243.42000000000007,247.67230769230753,264.7561764705884
45,1542436200000,245.29000000,246.00000000,239.81000000,240.97000000,1234.82160000,1450.193023333335,2169.2980661538454,1542.0117923529403,241.62666666666675,246.36307692307673,263.1376470588237
46,1542438000000,240.97000000,250.00000000,240.43000000,249.66000000,1428.70121000,1250.0993066666686,2228.5455061538455,1517.9473638235286,245.30666666666673,245.69692307692287,262.01000000000016
47,1542439800000,249.47000000,257.34000000,249.00000000,253.79000000,1511.51829000,1391.6803666666685,2310.56084076923,1528.9136264705874,248.14000000000007,245.33153846153826,260.8400000000002
