Date,Open,High,Low,Close,Volume
2018-09-12 04:28:00.000000,7.77E-06,7.77E-06,7.72E-06,7.72E-06,305602
2018-09-12 04:29:00.000000,7.72E-06,7.77E-06,7.66E-06,7.71E-06,361905
2018-09-12 04:29:00.000000,7.72E-06,7.77E-06,7.66E-06,7.71E-06,361905
2018-09-12 04:30:00.000000,7.72E-06,7.78E-06,7.71E-06,7.74E-06,187699
2018-09-12 04:30:00.000000,7.72E-06,7.78E-06,7.71E-06,7.74E-06,187699
2018-09-12 04:31:00.000000,7.76E-06,7.82E-06,7.76E-06,7.77E-06,111841
2018-09-12 04:31:00.000000,7.76E-06,7.82E-06,7.76E-06,7.77E-06,111841
2018-09-12 04:32:00.000000,7.77E-06,7.77E-06,7.73E-06,7.76E-06,93837
2018-09-12 04:32:00.000000,7.77E-06,7.77E-06,7.73E-06,7.76E-06,93837
2018-09-12 04:33:00.000000,7.76E-06,7.77E-06,7.75E-06,7.76E-06,22823
2018-09-12 04:33:00.000000,7.76E-06,7.77E-06,7.75E-06,7.76E-06,22823
2018-09-12 04:34:00.000000,7.75E-06,7.82E-06,7.75E-06,7.75E-06,172936
2018-09-12 04:34:00.000000,7.75E-06,7.82E-06,7.75E-06,7.75E-06,172936
2018-09-12 04:35:00.000000,7.8E-06,7.84E-06,7.77E-06,7.84E-06,158095
2018-09-12 04:35:00.000000,7.8E-06,7.84E-06,7.77E-06,7.84E-06,158095
2018-09-12 04:36:00.000000,7.83E-06,7.94E-06,7.8E-06,7.91E-06,1108267
2018-09-12 04:36:00.000000,7.83E-06,7.94E-06,7.8E-06,7.91E-06,1108267
2018-09-12 04:37:00.000000,7.93E-06,8.03E-06,7.93E-06,8E-06,446575
2018-09-12 04:37:00.000000,7.93E-06,8.03E-06,7.93E-06,8E-06,446575
2018-09-12 04:38:00.000000,8E-06,8.03E-06,7.98E-06,7.98E-06,94730
2018-09-12 04:38:00.000000,8E-06,8.03E-06,7.98E-06,7.98E-06,94730
2018-09-12 04:39:00.000000,7.96E-06,7.98E-06,7.9E-06,7.94E-06,260862
2018-09-12 04:39:00.000000,7.96E-06,7.98E-06,7.9E-06,7.94E-06,260862
2018-09-12 04:40:00.000000,7.9E-06,7.98E-06,7.86E-06,7.98E-06,303258
2018-09-12 04:40:00.000000,7.9E-06,7.98E-06,7.86E-06,7.98E-06,303258
2018-09-12 04:41:00.000000,7.96E-06,7.98E-06,7.93E-06,7.98E-06,39006
2018-09-12 04:41:00.000000,7.96E-06,7.98E-06,7.93E-06,7.98E-06,39006
2018-09-12 04:42:00.000000,7.97E-06,8E-06,7.96E-06,8E-06,149996
2018-09-12 04:42:00.000000,7.97E-06,8E-06,7.96E-06,8E-06,149996
2018-09-12 04:43:00.000000,7.99E-06,7.99E-06,7.85E-06,7.95E-06,272864
2018-09-12 04:43:00.000000,7.99E-06,7.99E-06,7.85E-06,7.95E-06,272864
2018-09-12 04:44:00.000000,7.86E-06,7.99E-06,7.86E-06,7.97E-06,645234
2018-09-12 04:44:00.000000,7.86E-06,7.99E-06,7.86E-06,7.97E-06,645234
2018-09-12 04:45:00.000000,7.95E-06,7.95E-06,7.9E-06,7.9E-06,78290
2018-09-12 04:45:00.000000,7.95E-06,7.95E-06,7.9E-06,7.9E-06,78290
2018-09-12 04:46:00.000000,7.9E-06,7.9E-06,7.87E-06,7.9E-06,404493
2018-09-12 04:46:00.000000,7.9E-06,7.9E-06,7.87E-06,7.9E-06,404493
2018-09-12 04:47:00.000000,7.87E-06,7.92E-06,7.86E-06,7.9E-06,151099
2018-09-12 04:47:00.000000,7.87E-06,7.92E-06,7.86E-06,7.9E-06,151099
2018-09-12 04:48:00.000000,7.91E-06,7.91E-06,7.91E-06,7.91E-06,10527
2018-09-12 04:48:00.000000,7.91E-06,7.91E-06,7.91E-06,7.91E-06,10527
2018-09-12 04:49:00.000000,7.91E-06,7.95E-06,7.83E-06,7.92E-06,197432
2018-09-12 04:49:00.000000,7.91E-06,7.95E-06,7.83E-06,7.92E-06,197432
2018-09-12 04:50:00.000000,7.92E-06,7.97E-06,7.91E-06,7.95E-06,201284
2018-09-12 04:50:00.000000,7.92E-06,7.97E-06,7.91E-06,7.95E-06,201284
2018-09-12 04:51:00.000000,7.92E-06,7.92E-06,7.85E-06,7.89E-06,103871
2018-09-12 04:51:00.000000,7.92E-06,7.92E-06,7.85E-06,7.89E-06,103871
2018-09-12 04:52:00.000000,7.88E-06,7.88E-06,7.85E-06,7.85E-06,27654
2018-09-12 04:52:00.000000,7.88E-06,7.88E-06,7.85E-06,7.85E-06,27654
2018-09-12 04:53:00.000000,7.85E-06,7.85E-06,7.83E-06,7.85E-06,22354
2018-09-12 04:53:00.000000,7.85E-06,7.85E-06,7.83E-06,7.85E-06,22354
2018-09-12 04:54:00.000000,7.83E-06,7.83E-06,7.76E-06,7.79E-06,141395
2018-09-12 04:54:00.000000,7.83E-06,7.83E-06,7.76E-06,7.79E-06,141395
2018-09-12 04:55:00.000000,7.79E-06,7.81E-06,7.74E-06,7.8E-06,224646
2018-09-12 04:55:00.000000,7.79E-06,7.81E-06,7.74E-06,7.8E-06,224646
2018-09-12 04:56:00.000000,7.81E-06,7.84E-06,7.79E-06,7.79E-06,97620
2018-09-12 04:56:00.000000,7.81E-06,7.84E-06,7.79E-06,7.79E-06,97620
2018-09-12 04:57:00.000000,7.79E-06,7.79E-06,7.73E-06,7.74E-06,57511
2018-09-12 04:57:00.000000,7.79E-06,7.79E-06,7.73E-06,7.74E-06,57511
2018-09-12 04:58:00.000000,7.77E-06,7.84E-06,7.74E-06,7.8E-06,129501
2018-09-12 04:58:00.000000,7.77E-06,7.84E-06,7.74E-06,7.8E-06,129501
2018-09-12 04:59:00.000000,7.8E-06,7.83E-06,7.8E-06,7.83E-06,104010
2018-09-12 04:59:00.000000,7.8E-06,7.83E-06,7.8E-06,7.83E-06,104010
2018-09-12 05:00:00.000000,7.84E-06,7.88E-06,7.84E-06,7.88E-06,149498
2018-09-12 05:00:00.000000,7.84E-06,7.88E-06,7.84E-06,7.88E-06,149498
2018-09-12 05:01:00.000000,7.88E-06,7.91E-06,7.88E-06,7.89E-06,298263
2018-09-12 05:01:00.000000,7.88E-06,7.91E-06,7.88E-06,7.89E-06,298263
2018-09-12 05:02:00.000000,7.88E-06,7.88E-06,7.83E-06,7.83E-06,70902
2018-09-12 05:02:00.000000,7.88E-06,7.88E-06,7.83E-06,7.83E-06,70902
2018-09-12 05:03:00.000000,7.83E-06,7.85E-06,7.79E-06,7.85E-06,60798
2018-09-12 05:03:00.000000,7.83E-06,7.85E-06,7.79E-06,7.85E-06,60798
2018-09-12 05:04:00.000000,7.81E-06,7.84E-06,7.8E-06,7.81E-06,66514
2018-09-12 05:04:00.000000,7.81E-06,7.84E-06,7.8E-06,7.81E-06,66514
2018-09-12 05:05:00.000000,7.81E-06,7.81E-06,7.8E-06,7.8E-06,5000
2018-09-12 05:05:00.000000,7.81E-06,7.81E-06,7.8E-06,7.8E-06,5000
2018-09-12 05:06:00.000000,7.79E-06,7.79E-06,7.79E-06,7.79E-06,6064
2018-09-12 05:06:00.000000,7.79E-06,7.79E-06,7.79E-06,7.79E-06,6064
2018-09-12 05:07:00.000000,7.79E-06,7.8E-06,7.77E-06,7.78E-06,26765
2018-09-12 05:07:00.000000,7.79E-06,7.8E-06,7.77E-06,7.78E-06,26765
2018-09-12 05:08:00.000000,7.78E-06,7.8E-06,7.77E-06,7.8E-06,33124
2018-09-12 05:08:00.000000,7.78E-06,7.8E-06,7.77E-06,7.8E-06,33124
2018-09-12 05:09:00.000000,7.79E-06,7.79E-06,7.79E-06,7.79E-06,2316
2018-09-12 05:09:00.000000,7.79E-06,7.79E-06,7.79E-06,7.79E-06,2316
2018-09-12 05:10:00.000000,7.8E-06,7.8E-06,7.8E-06,7.8E-06,19728
2018-09-12 05:10:00.000000,7.8E-06,7.8E-06,7.8E-06,7.8E-06,19728
2018-09-12 05:11:00.000000,7.83E-06,7.83E-06,7.82E-06,7.82E-06,3476
2018-09-12 05:11:00.000000,7.83E-06,7.83E-06,7.82E-06,7.82E-06,3476
2018-09-12 05:12:00.000000,7.81E-06,7.82E-06,7.8E-06,7.8E-06,52899
2018-09-12 05:12:00.000000,7.81E-06,7.82E-06,7.8E-06,7.8E-06,52899
2018-09-12 05:13:00.000000,7.82E-06,7.82E-06,7.8E-06,7.8E-06,61859
2018-09-12 05:13:00.000000,7.82E-06,7.82E-06,7.8E-06,7.8E-06,61859
2018-09-12 05:14:00.000000,7.8E-06,7.82E-06,7.79E-06,7.82E-06,52906
2018-09-12 05:14:00.000000,7.8E-06,7.82E-06,7.79E-06,7.82E-06,52906
2018-09-12 05:15:00.000000,7.83E-06,7.85E-06,7.8E-06,7.85E-06,122169
2018-09-12 05:15:00.000000,7.83E-06,7.85E-06,7.8E-06,7.85E-06,122169
2018-09-12 05:16:00.000000,7.85E-06,7.85E-06,7.85E-06,7.85E-06,13152
2018-09-12 05:16:00.000000,7.85E-06,7.85E-06,7.85E-06,7.85E-06,13152
2018-09-12 05:17:00.000000,7.83E-06,7.83E-06,7.83E-06,7.83E-06,1287
2018-09-12 05:17:00.000000,7.83E-06,7.83E-06,7.83E-06,7.83E-06,1287
2018-09-12 05:18:00.000000,7.85E-06,7.85E-06,7.83E-06,7.83E-06,55300
2018-09-12 05:18:00.000000,7.85E-06,7.85E-06,7.83E-06,7.83E-06,55300
2018-09-12 05:19:00.000000,7.83E-06,7.84E-06,7.8E-06,7.8E-06,73682
2018-09-12 05:19:00.000000,7.83E-06,7.84E-06,7.8E-06,7.8E-06,73682
2018-09-12 05:20:00.000000,7.84E-06,7.84E-06,7.81E-06,7.82E-06,6213
2018-09-12 05:20:00.000000,7.84E-06,7.84E-06,7.81E-06,7.82E-06,6213
2018-09-12 05:21:00.000000,7.82E-06,7.84E-06,7.82E-06,7.82E-06,103814
2018-09-12 05:21:00.000000,7.82E-06,7.84E-06,7.82E-06,7.82E-06,103814
2018-09-12 05:22:00.000000,7.83E-06,7.86E-06,7.83E-06,7.84E-06,29803
2018-09-12 05:22:00.000000,7.83E-06,7.86E-06,7.83E-06,7.84E-06,29803
2018-09-12 05:23:00.000000,7.84E-06,7.84E-06,7.84E-06,7.84E-06,24079
2018-09-12 05:23:00.000000,7.84E-06,7.84E-06,7.84E-06,7.84E-06,24079
2018-09-12 05:24:00.000000,7.86E-06,7.86E-06,7.84E-06,7.84E-06,39221
2018-09-12 05:24:00.000000,7.86E-06,7.86E-06,7.84E-06,7.84E-06,39221
2018-09-12 05:25:00.000000,7.84E-06,7.84E-06,7.83E-06,7.83E-06,7652
2018-09-12 05:25:00.000000,7.84E-06,7.84E-06,7.83E-06,7.83E-06,7652
2018-09-12 05:26:00.000000,7.83E-06,7.85E-06,7.83E-06,7.84E-06,16868
2018-09-12 05:26:00.000000,7.83E-06,7.85E-06,7.83E-06,7.84E-06,16868
2018-09-12 05:27:00.000000,7.85E-06,7.86E-06,7.85E-06,7.86E-06,31018
2018-09-12 05:27:00.000000,7.85E-06,7.86E-06,7.85E-06,7.86E-06,31018
2018-09-12 05:28:00.000000,7.88E-06,7.91E-06,7.88E-06,7.91E-06,113532
2018-09-12 05:28:00.000000,7.88E-06,7.91E-06,7.88E-06,7.91E-06,113532
2018-09-12 05:29:00.000000,7.91E-06,7.91E-06,7.9E-06,7.9E-06,49554
2018-09-12 05:29:00.000000,7.91E-06,7.91E-06,7.9E-06,7.9E-06,49554
2018-09-12 05:30:00.000000,7.9E-06,7.9E-06,7.84E-06,7.85E-06,25842
2018-09-12 05:30:00.000000,7.9E-06,7.9E-06,7.84E-06,7.85E-06,25842
2018-09-12 05:31:00.000000,7.89E-06,7.9E-06,7.89E-06,7.9E-06,18420
2018-09-12 05:31:00.000000,7.89E-06,7.9E-06,7.89E-06,7.9E-06,18420
2018-09-12 05:32:00.000000,7.89E-06,7.91E-06,7.89E-06,7.9E-06,24027
2018-09-12 05:32:00.000000,7.89E-06,7.91E-06,7.89E-06,7.9E-06,24027
2018-09-12 05:33:00.000000,7.9E-06,7.93E-06,7.9E-06,7.93E-06,64475
2018-09-12 05:33:00.000000,7.9E-06,7.93E-06,7.9E-06,7.93E-06,64475
2018-09-12 05:34:00.000000,7.93E-06,7.93E-06,7.92E-06,7.92E-06,9827
2018-09-12 05:34:00.000000,7.93E-06,7.93E-06,7.92E-06,7.92E-06,9827
2018-09-12 05:35:00.000000,7.93E-06,7.93E-06,7.9E-06,7.9E-06,13797
2018-09-12 05:35:00.000000,7.93E-06,7.93E-06,7.9E-06,7.9E-06,13797
2018-09-12 05:36:00.000000,7.9E-06,7.9E-06,7.83E-06,7.83E-06,336504
2018-09-12 05:36:00.000000,7.9E-06,7.9E-06,7.83E-06,7.83E-06,336504
2018-09-12 05:37:00.000000,7.84E-06,7.86E-06,7.82E-06,7.86E-06,66104
2018-09-12 05:37:00.000000,7.84E-06,7.86E-06,7.82E-06,7.86E-06,66104
2018-09-12 05:38:00.000000,7.83E-06,7.87E-06,7.83E-06,7.87E-06,6018
2018-09-12 05:38:00.000000,7.83E-06,7.87E-06,7.83E-06,7.87E-06,6018
2018-09-12 05:39:00.000000,7.87E-06,7.87E-06,7.87E-06,7.87E-06,8100
2018-09-12 05:39:00.000000,7.87E-06,7.87E-06,7.87E-06,7.87E-06,8100
2018-09-12 05:40:00.000000,7.86E-06,7.86E-06,7.82E-06,7.86E-06,167811
2018-09-12 05:40:00.000000,7.86E-06,7.86E-06,7.82E-06,7.86E-06,167811
2018-09-12 05:41:00.000000,7.86E-06,7.86E-06,7.81E-06,7.81E-06,161847
2018-09-12 05:41:00.000000,7.86E-06,7.86E-06,7.81E-06,7.81E-06,161847
2018-09-12 05:42:00.000000,7.8E-06,7.82E-06,7.79E-06,7.81E-06,172602
2018-09-12 05:42:00.000000,7.8E-06,7.82E-06,7.79E-06,7.81E-06,172602
2018-09-12 05:43:00.000000,7.79E-06,7.79E-06,7.77E-06,7.77E-06,47572
2018-09-12 05:43:00.000000,7.79E-06,7.79E-06,7.77E-06,7.77E-06,47572
2018-09-12 05:44:00.000000,7.76E-06,7.79E-06,7.7E-06,7.7E-06,216055
2018-09-12 05:44:00.000000,7.76E-06,7.79E-06,7.7E-06,7.7E-06,216055
2018-09-12 05:45:00.000000,7.71E-06,7.73E-06,7.69E-06,7.69E-06,80397
2018-09-12 05:45:00.000000,7.71E-06,7.73E-06,7.69E-06,7.69E-06,80397
2018-09-12 05:46:00.000000,7.7E-06,7.7E-06,7.68E-06,7.68E-06,26654
2018-09-12 05:46:00.000000,7.7E-06,7.7E-06,7.68E-06,7.68E-06,26654
2018-09-12 05:47:00.000000,7.68E-06,7.68E-06,7.51E-06,7.53E-06,514737
2018-09-12 05:47:00.000000,7.68E-06,7.68E-06,7.51E-06,7.53E-06,514737
2018-09-12 05:48:00.000000,7.53E-06,7.61E-06,7.53E-06,7.6E-06,489329
2018-09-12 05:48:00.000000,7.53E-06,7.61E-06,7.53E-06,7.6E-06,489329
2018-09-12 05:49:00.000000,7.6E-06,7.63E-06,7.58E-06,7.58E-06,189419
2018-09-12 05:49:00.000000,7.6E-06,7.63E-06,7.58E-06,7.58E-06,189419
2018-09-12 05:50:00.000000,7.58E-06,7.62E-06,7.58E-06,7.6E-06,75413
2018-09-12 05:50:00.000000,7.58E-06,7.62E-06,7.58E-06,7.6E-06,75413
2018-09-12 05:51:00.000000,7.62E-06,7.63E-06,7.62E-06,7.62E-06,34647
2018-09-12 05:51:00.000000,7.62E-06,7.63E-06,7.62E-06,7.62E-06,34647
2018-09-12 05:52:00.000000,7.62E-06,7.64E-06,7.6E-06,7.64E-06,167893
2018-09-12 05:52:00.000000,7.62E-06,7.64E-06,7.6E-06,7.64E-06,167893
2018-09-12 05:53:00.000000,7.64E-06,7.64E-06,7.64E-06,7.64E-06,1279
2018-09-12 05:53:00.000000,7.64E-06,7.64E-06,7.64E-06,7.64E-06,1279
2018-09-12 05:54:00.000000,7.64E-06,7.65E-06,7.64E-06,7.64E-06,39511
2018-09-12 05:54:00.000000,7.64E-06,7.65E-06,7.64E-06,7.64E-06,39511
2018-09-12 05:55:00.000000,7.64E-06,7.65E-06,7.64E-06,7.65E-06,46190
2018-09-12 05:55:00.000000,7.64E-06,7.65E-06,7.64E-06,7.65E-06,46190
2018-09-12 05:56:00.000000,7.65E-06,7.65E-06,7.6E-06,7.6E-06,182789
2018-09-12 05:56:00.000000,7.65E-06,7.65E-06,7.6E-06,7.6E-06,182789
2018-09-12 05:57:00.000000,7.59E-06,7.63E-06,7.59E-06,7.61E-06,20382
2018-09-12 05:57:00.000000,7.59E-06,7.63E-06,7.59E-06,7.61E-06,20382
2018-09-12 05:58:00.000000,7.6E-06,7.61E-06,7.59E-06,7.59E-06,223321
2018-09-12 05:58:00.000000,7.6E-06,7.61E-06,7.59E-06,7.59E-06,223321
2018-09-12 05:59:00.000000,7.58E-06,7.59E-06,7.42E-06,7.44E-06,610164
2018-09-12 05:59:00.000000,7.58E-06,7.59E-06,7.42E-06,7.44E-06,610164
2018-09-12 06:00:00.000000,7.42E-06,7.51E-06,7.41E-06,7.51E-06,162299
2018-09-12 06:00:00.000000,7.42E-06,7.51E-06,7.41E-06,7.51E-06,162299
2018-09-12 06:01:00.000000,7.5E-06,7.59E-06,7.48E-06,7.51E-06,45011
2018-09-12 06:01:00.000000,7.5E-06,7.59E-06,7.48E-06,7.51E-06,45011
2018-09-12 06:02:00.000000,7.52E-06,7.54E-06,7.5E-06,7.51E-06,69559
2018-09-12 06:02:00.000000,7.52E-06,7.54E-06,7.5E-06,7.51E-06,69559
2018-09-12 06:03:00.000000,7.51E-06,7.55E-06,7.51E-06,7.52E-06,11177
2018-09-12 06:03:00.000000,7.51E-06,7.55E-06,7.51E-06,7.52E-06,11177
2018-09-12 06:04:00.000000,7.52E-06,7.6E-06,7.52E-06,7.6E-06,64396
2018-09-12 06:04:00.000000,7.52E-06,7.6E-06,7.52E-06,7.6E-06,64396
2018-09-12 06:05:00.000000,7.6E-06,7.6E-06,7.52E-06,7.52E-06,2856
2018-09-12 06:05:00.000000,7.6E-06,7.6E-06,7.52E-06,7.52E-06,2856
2018-09-12 06:06:00.000000,7.59E-06,7.59E-06,7.5E-06,7.5E-06,151704
2018-09-12 06:06:00.000000,7.59E-06,7.59E-06,7.5E-06,7.5E-06,151704
2018-09-12 06:07:00.000000,7.51E-06,7.57E-06,7.5E-06,7.5E-06,164171
2018-09-12 06:07:00.000000,7.51E-06,7.57E-06,7.5E-06,7.5E-06,164171
2018-09-12 06:08:00.000000,7.5E-06,7.56E-06,7.46E-06,7.56E-06,162809
2018-09-12 06:08:00.000000,7.5E-06,7.56E-06,7.46E-06,7.56E-06,162809
2018-09-12 06:09:00.000000,7.54E-06,7.54E-06,7.45E-06,7.45E-06,30315
2018-09-12 06:09:00.000000,7.54E-06,7.54E-06,7.45E-06,7.45E-06,30315
2018-09-12 06:10:00.000000,7.5E-06,7.51E-06,7.5E-06,7.5E-06,4508
2018-09-12 06:10:00.000000,7.5E-06,7.51E-06,7.5E-06,7.5E-06,4508
2018-09-12 06:11:00.000000,7.5E-06,7.5E-06,7.44E-06,7.44E-06,182381
2018-09-12 06:11:00.000000,7.5E-06,7.5E-06,7.44E-06,7.44E-06,182381
2018-09-12 06:12:00.000000,7.43E-06,7.45E-06,7.42E-06,7.43E-06,51814
2018-09-12 06:12:00.000000,7.43E-06,7.45E-06,7.42E-06,7.43E-06,51814
2018-09-12 06:13:00.000000,7.43E-06,7.43E-06,7.26E-06,7.27E-06,811203
2018-09-12 06:13:00.000000,7.43E-06,7.43E-06,7.26E-06,7.27E-06,811203
2018-09-12 06:14:00.000000,7.26E-06,7.28E-06,7.11E-06,7.28E-06,653484
2018-09-12 06:14:00.000000,7.26E-06,7.28E-06,7.11E-06,7.28E-06,653484
2018-09-12 06:15:00.000000,7.3E-06,7.33E-06,7.15E-06,7.19E-06,422828
2018-09-12 06:15:00.000000,7.3E-06,7.33E-06,7.15E-06,7.19E-06,422828
2018-09-12 06:16:00.000000,7.2E-06,7.29E-06,7.18E-06,7.23E-06,96643
2018-09-12 06:16:00.000000,7.2E-06,7.29E-06,7.18E-06,7.23E-06,96643
2018-09-12 06:17:00.000000,7.23E-06,7.25E-06,7.17E-06,7.17E-06,331010
2018-09-12 06:17:00.000000,7.23E-06,7.25E-06,7.17E-06,7.17E-06,331010
2018-09-12 06:18:00.000000,7.16E-06,7.26E-06,7.15E-06,7.22E-06,83946
2018-09-12 06:18:00.000000,7.16E-06,7.26E-06,7.15E-06,7.22E-06,83946
2018-09-12 06:19:00.000000,7.24E-06,7.36E-06,7.23E-06,7.25E-06,171119
2018-09-12 06:19:00.000000,7.24E-06,7.36E-06,7.23E-06,7.25E-06,171119
2018-09-12 06:20:00.000000,7.26E-06,7.34E-06,7.26E-06,7.34E-06,173157
2018-09-12 06:20:00.000000,7.26E-06,7.34E-06,7.26E-06,7.34E-06,173157
2018-09-12 06:21:00.000000,7.34E-06,7.38E-06,7.34E-06,7.36E-06,232997
2018-09-12 06:21:00.000000,7.34E-06,7.38E-06,7.34E-06,7.36E-06,232997
2018-09-12 06:22:00.000000,7.36E-06,7.36E-06,7.25E-06,7.25E-06,274940
2018-09-12 06:22:00.000000,7.36E-06,7.36E-06,7.25E-06,7.25E-06,274940
2018-09-12 06:23:00.000000,7.25E-06,7.26E-06,7.25E-06,7.26E-06,79330
2018-09-12 06:23:00.000000,7.25E-06,7.26E-06,7.25E-06,7.26E-06,79330
2018-09-12 06:24:00.000000,7.26E-06,7.3E-06,7.25E-06,7.27E-06,83469
2018-09-12 06:24:00.000000,7.26E-06,7.3E-06,7.25E-06,7.27E-06,83469
2018-09-12 06:25:00.000000,7.27E-06,7.29E-06,7.22E-06,7.25E-06,57546
2018-09-12 06:25:00.000000,7.27E-06,7.29E-06,7.22E-06,7.25E-06,57546
2018-09-12 06:26:00.000000,7.25E-06,7.27E-06,7.25E-06,7.27E-06,48409
2018-09-12 06:26:00.000000,7.25E-06,7.27E-06,7.25E-06,7.27E-06,48409
2018-09-12 06:27:00.000000,7.26E-06,7.26E-06,7.2E-06,7.2E-06,209572
2018-09-12 06:27:00.000000,7.26E-06,7.26E-06,7.2E-06,7.2E-06,209572
2018-09-12 06:28:00.000000,7.2E-06,7.22E-06,7.05E-06,7.09E-06,155840
2018-09-12 06:28:00.000000,7.2E-06,7.22E-06,7.05E-06,7.09E-06,155840
