Date,symbol,type,amnt,price,current_balance 
2004-07-30,vix,none,-1,15.32,100000 
2004-08-03,vix,none,-1,16.03,100000 
2004-08-05,vix,none,-1,18.32,100000 
2004-08-09,vix,buy,0.1,18.89,100794.79180337049 
2004-08-10,vix,sell,0.0,17.47,99172.93751300998 
2004-08-11,vix,buy,0.1,18.04,100477.29544902265 
2004-08-12,vix,sell,0.0,19.08,99666.14409319771 
2004-08-13,vix,buy,0.1,17.98,101008.29187771765 
2004-08-16,vix,sell,0.0,17.57,99359.63717377737 
2004-08-17,vix,buy,0.1,17.02,101342.65815883428 
2004-08-18,vix,sell,0.0,16.23,98818.4145895686 
2004-08-19,vix,none,-1,16.96,98818.4145895686 
2004-08-23,vix,none,-1,15.88,98818.4145895686 
2004-08-25,vix,none,-1,14.98,98818.4145895686 
2004-08-27,vix,none,-1,14.71,98818.4145895686 
2004-08-31,vix,none,-1,15.29,98818.4145895686 
2004-09-02,vix,none,-1,14.28,98818.4145895686 
2004-09-07,vix,buy,0.1,14.07,103318.06044356068 
2004-09-08,vix,sell,0.0,14.06,98731.50948010026 
2004-09-09,vix,buy,0.1,14.01,103293.33797158267 
2004-09-10,vix,sell,0.0,13.76,98474.29300655199 
2004-09-13,vix,buy,0.1,13.17,103966.16978450709 
2004-09-14,vix,sell,0.0,13.56,98688.80821304106 
2004-09-15,vix,buy,0.1,14.64,102623.13998665231 
2004-09-16,vix,sell,0.0,14.39,98439.22472973444 
2004-09-17,vix,buy,0.1,14.03,102980.26658045923 
2004-09-20,vix,sell,0.0,14.43,98642.78169278624 
2004-09-21,vix,buy,0.1,13.66,103578.229508721 
2004-09-22,vix,sell,0.0,14.74,99348.83979619875 
2004-09-23,vix,none,-1,14.8,99348.83979619875 
2004-09-27,vix,buy,0.1,14.62,103302.26094296131 
2004-09-28,vix,sell,0.0,13.83,98731.87730531185 
2004-09-29,vix,buy,0.1,13.21,104176.783979473 
2004-09-30,vix,sell,0.0,13.34,98749.85839083196 
2004-10-01,vix,buy,0.1,12.75,104752.71463911969 
2004-10-04,vix,sell,0.0,13.41,99184.56751376257 
2004-10-05,vix,buy,0.1,13.95,103809.11354714383 
2004-10-06,vix,sell,0.0,13.28,98627.31450723083 
2004-10-07,vix,buy,0.1,14.5,102696.37776003557 
2004-10-08,vix,sell,0.0,15.05,98924.51472747998 
2004-10-11,vix,buy,0.1,14.71,102792.44247497615 
2004-10-12,vix,sell,0.0,15.05,99074.42656932994 
2004-10-13,vix,none,-1,15.42,99074.42656932994 
2004-10-15,vix,none,-1,15.04,99074.42656932994 
2004-10-19,vix,none,-1,15.13,99074.42656932994 
2004-10-21,vix,none,-1,14.54,99074.42656932994 
2004-10-25,vix,none,-1,16.58,99074.42656932994 
2004-10-27,vix,none,-1,15.72,99074.42656932994 
2004-10-29,vix,none,-1,16.27,99074.42656932994 
2004-11-02,vix,none,-1,16.18,99074.42656932994 
2004-11-04,vix,buy,0.1,13.97,103678.00689614945 
2004-11-05,vix,sell,0.0,13.84,98902.08655358477 
2004-11-08,vix,buy,0.1,13.8,103685.81243515496 
2004-11-09,vix,sell,0.0,13.61,98685.38896325817 
2004-11-10,vix,buy,0.1,13.08,104283.99883830929 
2004-11-11,vix,sell,0.0,13.04,98575.15060206008 
2004-11-12,vix,buy,0.1,13.33,103880.83831141258 
2004-11-15,vix,sell,0.0,13.38,98532.5952027312 
2004-11-16,vix,buy,0.1,13.21,103977.50187689235 
2004-11-17,vix,sell,0.0,13.21,98452.75488336993 
2004-11-18,vix,buy,0.1,12.98,104171.69303172652 
2004-11-19,vix,sell,0.0,13.5,98771.13359589865 
2004-11-22,vix,buy,0.1,12.97,104502.20662332105 
2004-11-23,vix,sell,0.0,12.67,98461.37439417873 
2004-12-07,vix,buy,0.1,13.67,103385.8818678926 
2004-12-08,vix,buy,0.1,13.19,108854.23798356118 
2004-12-09,vix,sell,0.0,12.88,97493.62401803087 
2004-12-14,vix,buy,0.1,12.73,103521.65364612738 
2004-12-15,vix,buy,0.1,12.35,110043.46880124226 
2004-12-16,vix,buy,0.1,12.27,116673.13605190799 
2004-12-17,vix,sell,0.0,11.95,96063.85722654517 
2005-03-10,vix,buy,0.1,12.49,102400.25571859229 
2005-03-11,vix,sell,0.0,12.8,96230.73023792832 
2005-07-11,vix,buy,0.1,11.28,104321.67147601952 
2005-07-12,vix,buy,0.1,10.95,112958.42190210798 
2005-07-13,vix,buy,0.1,10.84,121784.49359635785 
2005-07-14,vix,buy,0.1,10.81,130662.86706219213 
2005-07-15,vix,sell,0.0,10.33,93602.34776321216 
2005-07-29,vix,none,-1,11.57,93602.34776321216 
2005-08-02,vix,buy,0.1,11.75,100968.85135177971 
2005-08-03,vix,buy,0.1,11.83,108217.77926096556 
2005-08-04,vix,buy,0.1,12.52,114514.98510486881 
2005-08-05,vix,buy,0.1,12.48,120864.48968545123 
2005-08-08,vix,buy,0.1,13.21,126309.39635961238 
2005-08-09,vix,buy,0.1,12.4,132764.5106471663 
2005-08-10,vix,buy,0.1,12.38,139246.2406282381 
2005-08-11,vix,buy,0.1,12.42,145674.82494109386 
2005-08-12,vix,buy,0.1,12.74,151690.25799962357 
2005-08-22,vix,sell,0.0,13.42,100237.40848488155 
2005-09-08,vix,buy,0.1,12.93,106017.20872971285 
