Date,symbol,type,amnt,price,current_balance 
2004-08-02,vix,buy,0.1,15.37,103271.56910641956 
2004-08-03,vix,sell,0.0,16.03,100346.99802736752 
2004-08-04,vix,buy,0.1,16.21,102929.79982660679 
2004-08-05,vix,sell,0.0,18.32,101561.03413775009 
2004-08-06,vix,buy,0.1,19.34,102104.18911012179 
2004-08-09,vix,sell,0.0,18.89,101249.90778652286 
2004-08-10,vix,buy,0.1,17.47,102923.7496391656 
2004-08-11,vix,sell,0.0,18.04,101494.38864735415 
2004-08-13,vix,buy,0.1,17.98,102836.53643187409 
2004-08-16,vix,sell,0.0,17.57,101187.88172793381 
2004-08-17,vix,buy,0.1,17.02,103170.90271299072 
2004-08-18,vix,sell,0.0,16.23,100646.65914372503 
2004-08-19,vix,buy,0.1,16.96,102672.14364641777 
2004-08-20,vix,sell,0.0,16.0,100004.16827640307 
2004-08-23,vix,buy,0.1,15.88,102848.86709036205 
2004-08-24,vix,sell,0.0,15.33,99580.0529051305 
2004-08-25,vix,buy,0.1,14.98,103197.66419789878 
2004-08-26,vix,sell,0.0,14.91,99453.76324146718 
2004-08-27,vix,buy,0.1,14.71,103321.69098896335 
2004-08-30,vix,sell,0.0,15.44,99867.21432705942 
2004-08-31,vix,buy,0.1,15.29,103208.3272875348 
2004-09-01,vix,sell,0.0,14.91,99540.33275991249 
2004-09-02,vix,buy,0.1,14.28,103826.45441016939 
2004-09-03,vix,sell,0.0,13.91,99202.93928355987 
2004-09-07,vix,buy,0.1,14.07,103702.58513755196 
2004-09-08,vix,sell,0.0,14.06,99116.03417409153 
2004-09-09,vix,buy,0.1,14.01,103677.86266557395 
2004-09-10,vix,sell,0.0,13.76,98858.81770054327 
2004-09-13,vix,buy,0.1,13.17,104350.69447849836 
2004-09-14,vix,sell,0.0,13.56,99073.33290703234 
2004-09-15,vix,buy,0.1,14.64,103007.66468064359 
2004-09-16,vix,sell,0.0,14.39,98823.74942372573 
2004-09-21,vix,buy,0.1,13.66,103759.19723966048 
2004-09-22,vix,sell,0.0,14.74,99529.80752713824 
2004-09-23,vix,buy,0.1,14.8,103313.28165995369 
2004-09-24,vix,sell,0.0,14.28,99100.7183541329 
2004-09-27,vix,buy,0.1,14.62,103054.13950089546 
2004-09-28,vix,buy,0.1,13.83,107805.75317881799 
2004-09-29,vix,buy,0.1,13.21,113250.65985297912 
2004-09-30,vix,buy,0.1,13.34,118544.85904081036 
2004-10-01,vix,buy,0.1,12.75,124547.7152890981 
2004-10-04,vix,buy,0.1,13.41,129761.97458556855 
2004-10-05,vix,sell,0.0,13.95,100599.5750187597 
2004-10-08,vix,buy,0.1,15.05,104153.75556132905 
2004-10-11,vix,sell,0.0,14.71,100295.1729524604 
2004-10-12,vix,buy,0.1,15.05,103849.35349502975 
2004-10-13,vix,buy,0.1,15.42,107077.8241283416 
2004-10-14,vix,buy,0.1,16.43,109491.87264725022 
2004-10-15,vix,sell,0.0,15.04,98963.13787864769 
2004-10-19,vix,buy,0.1,15.13,102445.54482945196 
2004-10-20,vix,sell,0.0,14.85,98699.34219176632 
2004-10-21,vix,buy,0.1,14.54,102729.64598582881 
2004-10-22,vix,sell,0.0,15.28,99125.39720690798 
2004-11-19,vix,buy,0.1,13.5,104238.09477473528 
2004-11-22,vix,sell,0.0,12.97,98655.31358156606 
2004-12-03,vix,buy,0.1,12.96,104398.54021471951 
2004-12-06,vix,sell,0.0,13.19,98751.88041703094 
2004-12-08,vix,buy,0.1,13.19,104220.23653269954 
2004-12-09,vix,sell,0.0,12.88,98438.41996870849 
2004-12-13,vix,buy,0.1,12.54,104709.60156086707 
2004-12-14,vix,sell,0.0,12.73,98509.18812935689 
2004-12-17,vix,buy,0.1,11.95,105584.70421016598 
2004-12-20,vix,buy,0.1,11.83,112833.63211935184 
2004-12-21,vix,buy,0.1,11.55,120501.200705124 
2004-12-22,vix,buy,0.1,11.45,128323.24587243132 
2004-12-23,vix,buy,0.1,11.23,136494.8235363377 
2004-12-27,vix,buy,0.1,12.14,143302.78211670578 
2004-12-28,vix,buy,0.1,12.0,150307.06688051153 
2004-12-29,vix,buy,0.1,11.62,157868.08384829713 
2004-12-30,vix,buy,0.1,12.56,164113.32406849368 
2004-12-31,vix,sell,0.0,13.29,109066.75351525185 
