Date,symbol,type,amnt,price,current_balance 
2004-07-30,vix,buy,0.1,15.32,103314.9489011533 
2004-08-02,vix,buy,0.1,15.37,106586.51800757287 
2004-08-03,vix,buy,0.1,16.03,109310.83598422095 
2004-08-04,vix,buy,0.1,16.21,111893.63778346022 
2004-08-05,vix,buy,0.1,18.32,113024.91601302728 
2004-08-06,vix,buy,0.1,19.34,113568.07098539898 
2004-08-09,vix,buy,0.1,18.89,114362.86278876947 
2004-08-10,vix,buy,0.1,17.47,116036.70464141223 
2004-08-11,vix,buy,0.1,18.04,117341.0625774249 
2004-10-05,vix,sell,0.0,13.95,82801.19918605515 
2004-10-13,vix,buy,0.1,15.42,86029.669819367 
2004-10-14,vix,sell,0.0,16.43,83372.43287949836 
2004-10-20,vix,buy,0.1,14.85,87109.43066843228 
2004-10-21,vix,buy,0.1,14.54,91139.73446249477 
2004-10-22,vix,buy,0.1,15.28,94489.59160684481 
2004-10-25,vix,buy,0.1,16.58,96791.14873384534 
2004-10-26,vix,buy,0.1,16.39,99235.5427036848 
2004-10-27,vix,buy,0.1,15.72,102211.17992796397 
2004-10-28,vix,buy,0.1,15.39,105465.4760400932 
2004-10-29,vix,buy,0.1,16.27,108001.8016188067 
2004-12-02,vix,sell,0.0,12.98,69393.71196475984 
2004-12-13,vix,buy,0.1,12.54,75664.89355691843 
2004-12-14,vix,sell,0.0,12.73,69464.48012540824 
2004-12-17,vix,buy,0.1,11.95,76539.99620621733 
2004-12-20,vix,buy,0.1,11.83,83788.92411540319 
2004-12-21,vix,buy,0.1,11.55,91456.49270117536 
2004-12-22,vix,buy,0.1,11.45,99278.53786848267 
2004-12-23,vix,buy,0.1,11.23,107450.11553238904 
2004-12-27,vix,buy,0.1,12.14,114258.07411275715 
2005-03-02,vix,sell,0.0,12.5,73153.93253489496 
2005-03-04,vix,buy,0.1,11.94,80243.76646836805 
2005-03-07,vix,buy,0.1,12.26,86887.01419803107 
2005-03-08,vix,sell,0.0,12.4,73490.71528610389 
2005-03-11,vix,buy,0.1,12.8,79430.98225217176 
2005-03-14,vix,buy,0.1,12.39,85899.3936456882 
2005-03-15,vix,buy,0.1,13.15,91414.8626316706 
2005-03-16,vix,buy,0.1,13.49,96538.77791452224 
2005-03-17,vix,buy,0.1,13.29,101890.59259967413 
2005-03-18,vix,buy,0.1,13.14,107417.88462141452 
2005-03-21,vix,buy,0.1,13.61,112408.2753022131 
2005-04-06,vix,sell,0.0,13.15,73129.7198284901 
2005-04-08,vix,buy,0.1,12.62,79297.62927109459 
2005-04-11,vix,buy,0.1,11.98,86330.33521146758 
2005-04-12,vix,buy,0.1,11.3,94389.22168630551 
2005-04-13,vix,buy,0.1,13.31,99717.93822767807 
2005-04-14,vix,buy,0.1,14.53,103757.9118798232 
2005-04-15,vix,buy,0.1,17.74,105253.77530517092 
2005-04-18,vix,buy,0.1,16.56,107570.21353981274 
2005-04-22,vix,sell,0.0,15.38,81251.59745912004 
2005-05-02,vix,buy,0.1,15.12,84742.93457325156 
2005-05-03,vix,buy,0.1,14.53,88782.90822539669 
2005-05-04,vix,buy,0.1,13.85,93513.1910532428 
2005-05-05,vix,buy,0.1,13.98,98106.31102217475 
2005-05-06,vix,buy,0.1,14.05,102626.62541119031 
2005-05-09,vix,buy,0.1,13.75,107464.18302323895 
